# x,Y(b1),Y(xd),D(b1)*(dsdx/3H),D(xd)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H),C(b1b1x_bbx)*(dsdx/3H),C(b1b1_bb)*(dsdx/3H),C(b1xb1x_bxbx)*(dsdx/3H),C(b1b1x_gg)*(dsdx/3H),C(b1b1x_wpwm)*(dsdx/3H),C(b1b1x_ga)*(dsdx/3H),C(b1b1x_gz)*(dsdx/3H),C(b1b1x_aa)*(dsdx/3H),C(b1b1x_az)*(dsdx/3H),C(b1b1x_ddx)*(dsdx/3H),C(b1b1x_uux)*(dsdx/3H),C(b1b1x_ssx)*(dsdx/3H),C(b1b1x_ccx)*(dsdx/3H),C(b1b1x_ttx)*(dsdx/3H),C(b1b1x_zz)*(dsdx/3H),C(b1b1x_emep)*(dsdx/3H),C(b1b1x_tamtap)*(dsdx/3H),C(b1b1x_vevex)*(dsdx/3H),C(b1b1x_zh)*(dsdx/3H),C(xdxdx_bbx)*(dsdx/3H),C(xdxdx_ttx)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H)
8.5730e-01,7.7672e-03,7.3939e-03,0.0000e+00,0.0000e+00,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,-1.0222e+03,1.7863e-01,1.7863e-01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01,-2.4072e+01
8.7227e-01,7.6514e-03,7.3569e-03,0.0000e+00,0.0000e+00,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,1.6382e+03,-3.9882e+01,-3.9882e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01,-2.2094e+01
8.8751e-01,7.5344e-03,7.3190e-03,0.0000e+00,0.0000e+00,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,2.6532e+03,-7.3035e+01,-7.3035e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01,-4.6537e+01
9.0301e-01,7.4161e-03,7.2802e-03,0.0000e+00,0.0000e+00,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-9.7764e+02,-8.9972e+01,-8.9972e+01,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02,-1.6086e+02
9.1878e-01,7.2966e-03,7.2404e-03,0.0000e+00,0.0000e+00,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-6.2268e+02,-2.8522e+01,-2.8522e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01,-5.8621e+01
9.3482e-01,7.1759e-03,7.1996e-03,0.0000e+00,0.0000e+00,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,-1.5657e+00,1.5277e+01,1.5277e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01,2.2586e+01
9.5115e-01,7.0542e-03,7.1579e-03,0.0000e+00,0.0000e+00,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,-6.3729e+02,2.5501e+01,2.5501e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01,2.0485e+01
9.6776e-01,6.9314e-03,7.1152e-03,0.0000e+00,0.0000e+00,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,-9.8579e+02,1.8170e+01,1.8170e+01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01,-2.4597e-01
9.8466e-01,6.8076e-03,7.0715e-03,0.0000e+00,0.0000e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,-5.6150e+02,8.0542e+00,8.0542e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00,-3.8787e+00
1.0019e+00,6.6829e-03,7.0268e-03,0.0000e+00,0.0000e+00,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,1.2591e+02,8.5582e+00,8.5582e+00,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01,1.5582e+01
1.0193e+00,6.5574e-03,6.9811e-03,0.0000e+00,0.0000e+00,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,-3.6132e+02,3.1600e+01,3.1600e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01,3.3720e+01
1.0371e+00,6.4311e-03,6.9343e-03,0.0000e+00,0.0000e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,-3.4378e+03,7.6030e+01,7.6030e+01,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00,4.8892e+00
1.0553e+00,6.3040e-03,6.8866e-03,0.0000e+00,0.0000e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,-1.6844e+02,7.1842e+00,7.1842e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00,4.7650e+00
1.0737e+00,6.1763e-03,6.8377e-03,0.0000e+00,0.0000e+00,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,1.6975e+02,-2.8939e+01,-2.8939e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01,-3.3573e+01
1.0924e+00,6.0480e-03,6.7879e-03,0.0000e+00,0.0000e+00,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.0053e+02,-3.5816e+01,-3.5816e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01,-5.6419e+01
1.1115e+00,5.9192e-03,6.7369e-03,0.0000e+00,0.0000e+00,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-4.7339e+02,-1.9092e+01,-1.9092e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01,-3.9609e+01
1.1309e+00,5.7900e-03,6.6849e-03,0.0000e+00,0.0000e+00,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,-1.8009e+02,1.3319e+01,1.3319e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01,1.1300e+01
1.1507e+00,5.6605e-03,6.6318e-03,0.0000e+00,0.0000e+00,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,-1.0676e+02,5.1137e+01,5.1137e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01,6.0991e+01
1.1708e+00,5.5307e-03,6.5776e-03,0.0000e+00,0.0000e+00,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,-1.7095e+03,8.1622e+01,8.1622e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01,4.4502e+01
1.1912e+00,5.4007e-03,6.5224e-03,0.0000e+00,0.0000e+00,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,-7.8732e+02,3.0654e+01,3.0654e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01,1.0741e+01
1.2120e+00,5.2706e-03,6.4660e-03,0.0000e+00,0.0000e+00,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,3.0344e+02,-2.2290e+01,-2.2290e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01,-1.6286e+01
1.2332e+00,5.1406e-03,6.4086e-03,0.0000e+00,0.0000e+00,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,1.4057e+02,-3.7364e+01,-3.7364e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01,-3.9216e+01
1.2547e+00,5.0106e-03,6.3501e-03,0.0000e+00,0.0000e+00,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-1.3432e+02,-2.3228e+01,-2.3228e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01,-3.1873e+01
1.2766e+00,4.8808e-03,6.2904e-03,0.0000e+00,0.0000e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,-1.5947e+02,8.6033e+00,8.6033e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00,3.9388e+00
1.2989e+00,4.7513e-03,6.2297e-03,0.0000e+00,0.0000e+00,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,-2.6399e+02,4.3683e+01,4.3683e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01,3.9087e+01
1.3216e+00,4.6222e-03,6.1679e-03,0.0000e+00,0.0000e+00,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,-1.3786e+03,6.4572e+01,6.4572e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01,1.7935e+01
1.3447e+00,4.4935e-03,6.1050e-03,0.0000e+00,0.0000e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,-2.6234e+02,1.0747e+01,1.0747e+01,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00,1.2633e+00
1.3682e+00,4.3654e-03,6.0410e-03,0.0000e+00,0.0000e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,3.9107e+02,-2.3337e+01,-2.3337e+01,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00,-8.9753e+00
1.3921e+00,4.2380e-03,5.9759e-03,0.0000e+00,0.0000e+00,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,2.2662e+02,-2.2070e+01,-2.2070e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01,-1.3623e+01
1.4164e+00,4.1113e-03,5.9098e-03,0.0000e+00,0.0000e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-3.2101e+01,-5.0552e-01,-5.0552e-01,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00,-1.8797e+00
1.4411e+00,3.9855e-03,5.8426e-03,0.0000e+00,0.0000e+00,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,-2.0199e+02,2.2966e+01,2.2966e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01,1.4237e+01
1.4663e+00,3.8607e-03,5.7743e-03,0.0000e+00,0.0000e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,-5.5797e+02,2.6604e+01,2.6604e+01,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00,1.2563e+00
1.4919e+00,3.7369e-03,5.7050e-03,0.0000e+00,0.0000e+00,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,4.8329e+01,-2.5625e+00,-2.5625e+00,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01,-2.5595e-01
1.5179e+00,3.6142e-03,5.6347e-03,0.0000e+00,0.0000e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,1.0896e+02,-9.7445e+00,-9.7445e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00,-4.0674e+00
1.5444e+00,3.4928e-03,5.5633e-03,0.0000e+00,0.0000e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-1.9718e+02,-5.4340e-01,-5.4340e-01,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00,-9.9859e+00
1.5714e+00,3.3727e-03,5.4910e-03,0.0000e+00,0.0000e+00,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,-8.3281e+02,1.2878e+01,1.2878e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01,-2.9520e+01
